Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Indistinguishable Proteins	Beads_1 Intensity	Beads_1 MaxLFQ Intensity	Beads_1 Spectral Count	Beads_1 Unique Spectral Count	Beads_1 Total Spectral Count	Beads_2 Intensity	Beads_2 MaxLFQ Intensity	Beads_2 Spectral Count	Beads_2 Unique Spectral Count	Beads_2 Total Spectral Count	Beads_3 Intensity	Beads_3 MaxLFQ Intensity	Beads_3 Spectral Count	Beads_3 Unique Spectral Count	Beads_3 Total Spectral Count	NosH_1 Intensity	NosH_1 MaxLFQ Intensity	NosH_1 Spectral Count	NosH_1 Unique Spectral Count	NosH_1 Total Spectral Count	NosH_2 Intensity	NosH_2 MaxLFQ Intensity	NosH_2 Spectral Count	NosH_2 Unique Spectral Count	NosH_2 Total Spectral Count	NosH_3 Intensity	NosH_3 MaxLFQ Intensity	NosH_3 Spectral Count	NosH_3 Unique Spectral Count	NosH_3 Total Spectral Count
A0A068UXP7;A0A068V0Y8	A0A068UXP7;A0A068V0Y8	A0A068UXP7_COFCA;A0A068V0Y8_COFCA	GSCOC_T00038191001;GSCOC_T00038554001	100	Homo sapiens	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase	1.0	1.0	1	1	1	1		6780800.0	6780800.0	1	1	1	3931950.0	3931950.0	1	1	1	5819160.0	5819160.0	1	1	1	1140640.0	1140640.0	1	1	1	1986180.0	1986180.0	1	1	1	3163020.0	3163020.0	1	1	1
A0A068UXP7;A0A068V9M9	A0A068UXP7;A0A068V9M9	A0A068UXP7_COFCA;A0A068V9M9_COFCA	GSCOC_T00019117001;GSCOC_T00038191001	100	Homo sapiens	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase	1.0	1.0	1	1	1	1		2150100.0	2150100.0	1	1	1	1927230.0	1927230.0	1	1	1	1873490.0	1873490.0	1	1	1	2076080.0	2076080.0	1	1	1	2495350.0	2495350.0	1	1	1	2620960.0	2620960.0	1	1	1
A0A068UXP7;A0A068V9M9;A0A068V0Y8	A0A068UXP7;A0A068V9M9;A0A068V0Y8	A0A068UXP7_COFCA;A0A068V0Y8_COFCA;A0A068V9M9_COFCA	GSCOC_T00019117001;GSCOC_T00038191001;GSCOC_T00038554001	100	Homo sapiens	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase	1.0	1.0	1	1	1	1		2571010.0	2571010.0	1	1	1	2470980.0	2470980.0	1	1	1	2117480.0	2117480.0	1	1	1	3357790.0	3357790.0	1	1	1	4005510.0	4005510.0	1	1	1	3944110.0	3944110.0	1	1	1
A0A068UZ08	A0A068UZ08	A0A068UZ08_COFCA	GSCOC_T00038442001	100	Homo sapiens	1:Experimental evidence at protein level	DUF1677 domain-containing protein	1.0	1.0	1	1	1	1				1	1	1			1	1	1			1	1	1	4462500.0	4462500.0	1	1	1	3639610.0	3639610.0	1	1	1	3874240.0	3874240.0	1	1	1
A0A068UZ69	A0A068UZ69	A0A068UZ69_COFCA	GSCOC_T00038536001	100	Homo sapiens	1:Experimental evidence at protein level	Protein MEMO1	1.0	1.0	1	1	1	1		68978.9	68978.9	1	1	1	24087.0	24087.0	1	1	1	68867.9	68867.9	1	1	1	19446.0	19446.0	1	1	1			1	1	1			1	1	1
A0A068UZ72	A0A068UZ72	A0A068UZ72_COFCA	GSCOC_T00038606001	100	Homo sapiens	1:Experimental evidence at protein level	Porphobilinogen deaminase, chloroplastic	1.0	1.0	1	1	1	1		284299.0	284299.0	1	1	1	303936.0	303936.0	1	1	1	236281.0	236281.0	1	1	1	175169.0	175169.0	1	1	1	255060.0	255060.0	1	1	1	210054.0	210054.0	1	1	1
A0A068UZ89	A0A068UZ89	A0A068UZ89_COFCA	GSCOC_T00038623001	100	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein	1.0	1.0	1	1	1	1				1	1	1			1	1	1			1	1	1	1454210.0	1454210.0	1	1	1	1549600.0	1549600.0	1	1	1	1395320.0	1395320.0	1	1	1
A0A068UZ98	A0A068UZ98	A0A068UZ98_COFCA	GSCOC_T00038571001	100	Homo sapiens	1:Experimental evidence at protein level	Phosphoglycerate kinase	1.0	1.0	1	1	1	1				1	1	1			1	1	1			1	1	1	174970.0	174970.0	1	1	1	639833.0	639833.0	1	1	1			1	1	1
A0A068UZB5	A0A068UZB5	A0A068UZB5_COFCA	GSCOC_T00037711001	100	Homo sapiens	1:Experimental evidence at protein level	Glycine cleavage system H protein	1.0	1.0	1	1	1	1		1274380.0	1274380.0	1	1	1	1010470.0	1010470.0	1	1	1	947766.0	947766.0	1	1	1	2067360.0	2067360.0	1	1	1	3466880.0	3466880.0	1	1	1	2789260.0	2789260.0	1	1	1
A0A068UZE8	A0A068UZE8	A0A068UZE8_COFCA	GSCOC_T00039055001	100	Homo sapiens	1:Experimental evidence at protein level	Superoxide dismutase	1.0	1.0	1	1	1	1		243928.0	243928.0	1	1	1	243668.0	243668.0	1	1	1	227591.0	227591.0	1	1	1	890330.0	890330.0	1	1	1	901689.0	901689.0	1	1	1	663054.0	663054.0	1	1	1
A0A068UZX7	A0A068UZX7	A0A068UZX7_COFCA	GSCOC_T00038853001	100	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein	1.0	1.0	1	1	1	1		773488.0	773488.0	1	1	1	542626.0	542626.0	1	1	1	548280.0	548280.0	1	1	1	402278.0	402278.0	1	1	1	443491.0	443491.0	1	1	1	394722.0	394722.0	1	1	1
A0A068UZX8	A0A068UZX8	A0A068UZX8_COFCA	GSCOC_T00038984001	100	Homo sapiens	1:Experimental evidence at protein level	superoxide dismutase	1.0	1.0	1	1	1	1				1	1	1			1	1	1			1	1	1	20114.4	20114.4	1	1	1	239615.0	239615.0	1	1	1	87505.5	87505.5	1	1	1
A0A068V038	A0A068V038	A0A068V038_COFCA	GSCOC_T00039009001	100	Homo sapiens	1:Experimental evidence at protein level	hydroxyacylglutathione hydrolase	1.0	1.0	1	1	1	1		173174.0	173174.0	1	1	1	85705.9	85705.9	1	1	1	130096.0	130096.0	1	1	1	144708.0	144708.0	1	1	1	86861.9	86861.9	1	1	1	152705.0	152705.0	1	1	1
A0A068V061	A0A068V061	A0A068V061_COFCA	GSCOC_T00040414001	100	Homo sapiens	1:Experimental evidence at protein level	S-formylglutathione hydrolase	1.0	1.0	1	1	1	1		23631.2	23631.2	1	1	1	20320.2	20320.2	1	1	1	18360.7	18360.7	1	1	1	98074.2	98074.2	1	1	1	105717.0	105717.0	1	1	1	130132.0	130132.0	1	1	1
A0A068V110	A0A068V110	A0A068V110_COFCA	GSCOC_T00040486001	100	Homo sapiens	1:Experimental evidence at protein level	Pyrroline-5-carboxylate reductase	1.0	1.0	1	1	1	1		1222720.0	1222720.0	1	1	1	1113620.0	1113620.0	1	1	1	1030050.0	1030050.0	1	1	1			1	1	1			1	1	1			1	1	1
A0A068V1B5;A0A068V3J7;A0A068UAS9	A0A068V1B5;A0A068V3J7;A0A068UAS9	A0A068UAS9_COFCA;A0A068V1B5_COFCA;A0A068V3J7_COFCA	GSCOC_T00020836001;GSCOC_T00038693001;GSCOC_T00043076001	100	Homo sapiens	1:Experimental evidence at protein level	Fructose-bisphosphate aldolase	1.0	1.0	1	1	1	1		551832.0	551832.0	1	1	1	671241.0	671241.0	1	1	1	556854.0	556854.0	1	1	1	2023390.0	2023390.0	1	1	1	2502230.0	2502230.0	1	1	1	2256350.0	2256350.0	1	1	1
A0A068V1C0	A0A068V1C0	A0A068V1C0_COFCA	GSCOC_T00040594001	100	Homo sapiens	1:Experimental evidence at protein level	Photosystem II 5 kDa protein, chloroplastic	1.0	1.0	1	1	1	1				1	1	1			1	1	1	68670.6	68670.6	1	1	1	437001.0	437001.0	1	1	1	401702.0	401702.0	1	1	1	260665.0	260665.0	1	1	1
A0A068V1D5	A0A068V1D5	A0A068V1D5_COFCA	GSCOC_T00040636001	100	Homo sapiens	1:Experimental evidence at protein level	DUF2470 domain-containing protein	1.0	1.0	1	1	1	1		9375640.0	9375640.0	1	1	1	7027230.0	7027230.0	1	1	1	6511520.0	6511520.0	1	1	1	4878320.0	4878320.0	1	1	1	5426920.0	5426920.0	1	1	1	5195340.0	5195340.0	1	1	1
A0A068V1G3	A0A068V1G3	A0A068V1G3_COFCA	GSCOC_T00041011001	100	Homo sapiens	1:Experimental evidence at protein level	N-acyl-aliphatic-L-amino acid amidohydrolase	1.0	1.0	1	1	1	1		349559.0	349559.0	1	1	1	346619.0	346619.0	1	1	1	277184.0	277184.0	1	1	1	134402.0	134402.0	1	1	1	126841.0	126841.0	1	1	1	121140.0	121140.0	1	1	1
A0A068V2D4	A0A068V2D4	A0A068V2D4_COFCA	GSCOC_T00042068001	100	Homo sapiens	1:Experimental evidence at protein level	Extensin domain-containing protein	1.0	1.0	1	1	1	1		300028.0	300028.0	1	1	1	292307.0	292307.0	1	1	1	236744.0	236744.0	1	1	1	328915.0	328915.0	1	1	1	224798.0	224798.0	1	1	1	261933.0	261933.0	1	1	1
A0A068V2R5	A0A068V2R5	A0A068V2R5_COFCA	GSCOC_T00042648001	100	Homo sapiens	1:Experimental evidence at protein level	Peptide methionine sulfoxide reductase	1.0	1.0	1	1	1	1				1	1	1			1	1	1			1	1	1	58961.8	58961.8	1	1	1	78319.0	78319.0	1	1	1	13167.0	13167.0	1	1	1
A0A068V3A2	A0A068V3A2	A0A068V3A2_COFCA	GSCOC_T00042706001	100	Homo sapiens	1:Experimental evidence at protein level	C2H2-type domain-containing protein	1.0	1.0	1	1	1	1		473382.0	473382.0	1	1	1	431833.0	431833.0	1	1	1	446774.0	446774.0	1	1	1	298330.0	298330.0	1	1	1	410220.0	410220.0	1	1	1	380778.0	380778.0	1	1	1
A0A068V3B6	A0A068V3B6	A0A068V3B6_COFCA	GSCOC_T00042718001	100	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S8	1.0	1.0	1	1	1	1		109030.0	109030.0	1	1	1	626737.0	626737.0	1	1	1			1	1	1	110082.0	110082.0	1	1	1	119050.0	119050.0	1	1	1	106451.0	106451.0	1	1	1
A0A068V3B6;A0A068U5Z7	A0A068V3B6;A0A068U5Z7	A0A068U5Z7_COFCA;A0A068V3B6_COFCA	GSCOC_T00016447001;GSCOC_T00042718001	100	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S8	1.0	1.0	1	1	1	1		18367.0	18367.0	1	1	1	12065.1	12065.1	1	1	1	16243.6	16243.6	1	1	1	14298.9	14298.9	1	1	1	21062.9	21062.9	1	1	1	17424.5	17424.5	1	1	1
A0A068V3F1	A0A068V3F1	A0A068V3F1_COFCA	GSCOC_T00042570001	100	Homo sapiens	1:Experimental evidence at protein level	Nucleoside diphosphate kinase	1.0	1.0	1	1	1	1		229079.0	229079.0	1	1	1	238006.0	238006.0	1	1	1	242124.0	242124.0	1	1	1	278896.0	278896.0	1	1	1	330063.0	330063.0	1	1	1	362896.0	362896.0	1	1	1
A0A068V3I9	A0A068V3I9	A0A068V3I9_COFCA	GSCOC_T00042781001	100	Homo sapiens	1:Experimental evidence at protein level	Peptidase A1 domain-containing protein	1.0	1.0	1	1	1	1				1	1	1			1	1	1			1	1	1	108626.0	108626.0	1	1	1	137117.0	137117.0	1	1	1	126323.0	126323.0	1	1	1
A0A068V3I9;A0A068U894	A0A068V3I9;A0A068U894	A0A068U894_COFCA;A0A068V3I9_COFCA	GSCOC_T00017810001;GSCOC_T00042781001	100	Homo sapiens	1:Experimental evidence at protein level	Peptidase A1 domain-containing protein	1.0	1.0	1	1	1	1				1	1	1	71087.5	71087.5	1	1	1	37594.8	37594.8	1	1	1	404693.0	404693.0	1	1	1	430510.0	430510.0	1	1	1	450195.0	450195.0	1	1	1
A0A068V3J7;A0A068UAS9	A0A068V3J7;A0A068UAS9	A0A068UAS9_COFCA;A0A068V3J7_COFCA	GSCOC_T00020836001;GSCOC_T00043076001	100	Homo sapiens	1:Experimental evidence at protein level	Fructose-bisphosphate aldolase	1.0	1.0	1	1	1	1		403253.0	403253.0	1	1	1	499461.0	499461.0	1	1	1	329499.0	329499.0	1	1	1	1465470.0	1465470.0	1	1	1	1408720.0	1408720.0	1	1	1	1392920.0	1392920.0	1	1	1
A0A068V3N8	A0A068V3N8	A0A068V3N8_COFCA	GSCOC_T00042899001	100	Homo sapiens	1:Experimental evidence at protein level	PsbP C-terminal domain-containing protein	1.0	1.0	1	1	1	1		44429.0	44429.0	1	1	1	44962.5	44962.5	1	1	1	50458.1	50458.1	1	1	1	188248.0	188248.0	1	1	1	215764.0	215764.0	1	1	1	164429.0	164429.0	1	1	1
A0A068V404	A0A068V404	A0A068V404_COFCA	GSCOC_T00015384001	100	Homo sapiens	1:Experimental evidence at protein level	serine--tRNA ligase	1.0	1.0	1	1	1	1		257026.0	257026.0	1	1	1	339864.0	339864.0	1	1	1	309271.0	309271.0	1	1	1	275274.0	275274.0	1	1	1	158833.0	158833.0	1	1	1			1	1	1
A0A068V462	A0A068V462	A0A068V462_COFCA	GSCOC_T00043047001	100	Homo sapiens	1:Experimental evidence at protein level	Glutaredoxin-dependent peroxiredoxin	1.0	1.0	1	1	1	1		663641.0	663641.0	1	1	1			1	1	1			1	1	1	1627150.0	1627150.0	1	1	1	1785290.0	1785290.0	1	1	1	2283480.0	2283480.0	1	1	1
A0A068V493	A0A068V493	A0A068V493_COFCA	GSCOC_T00043102001	100	Homo sapiens	1:Experimental evidence at protein level	monodehydroascorbate reductase (NADH)	1.0	1.0	1	1	1	1		140240.0	140240.0	1	1	1	145539.0	145539.0	1	1	1	126857.0	126857.0	1	1	1	720690.0	720690.0	1	1	1	796053.0	796053.0	1	1	1	644480.0	644480.0	1	1	1
A0A068V4G4	A0A068V4G4	A0A068V4G4_COFCA	GSCOC_T00042168001	100	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein	1.0	1.0	1	1	1	1		40977.8	40977.8	1	1	1	88006.7	88006.7	1	1	1	71179.4	71179.4	1	1	1			1	1	1			1	1	1			1	1	1
A0A068V553	A0A068V553	A0A068V553_COFCA	GSCOC_T00015847001	100	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein	1.0	1.0	1	1	1	1		844389.0	844389.0	1	1	1	902841.0	902841.0	1	1	1	714928.0	714928.0	1	1	1	790986.0	790986.0	1	1	1	779254.0	779254.0	1	1	1	914757.0	914757.0	1	1	1
A0A068V5B1;A0A068V5Q6;A0A068VMK4	A0A068V5B1;A0A068V5Q6;A0A068VMK4	A0A068V5B1_COFCA;A0A068V5Q6_COFCA;A0A068VMK4_COFCA	GSCOC_T00009492001;GSCOC_T00016741001;GSCOC_T00016746001	100	Homo sapiens	1:Experimental evidence at protein level	GDSL esterase/lipase 2-like	1.0	1.0	1	1	1	1		442597.0	442597.0	1	1	1	308478.0	308478.0	1	1	1	519034.0	519034.0	1	1	1	416476.0	416476.0	1	1	1	321059.0	321059.0	1	1	1	388986.0	388986.0	1	1	1
A0A068V5B2	A0A068V5B2	A0A068V5B2_COFCA	GSCOC_T00042640001	100	Homo sapiens	1:Experimental evidence at protein level	Adenosylhomocysteinase	1.0	1.0	1	1	1	1				1	1	1			1	1	1			1	1	1	86364.4	86364.4	1	1	1	96148.3	96148.3	1	1	1	49321.5	49321.5	1	1	1
A0A068V5C0;A0A068V791	A0A068V5C0;A0A068V791	A0A068V5C0_COFCA;A0A068V791_COFCA	GSCOC_T00015771001;GSCOC_T00015775001	100	Homo sapiens	1:Experimental evidence at protein level	GRAM domain-containing protein	1.0	1.0	1	1	1	1		881495.0	881495.0	1	1	1	766681.0	766681.0	1	1	1	757157.0	757157.0	1	1	1	540433.0	540433.0	1	1	1	560496.0	560496.0	1	1	1	644570.0	644570.0	1	1	1
A0A068V618	A0A068V618	A0A068V618_COFCA	GSCOC_T00043010001	100	Homo sapiens	1:Experimental evidence at protein level	peptidylprolyl isomerase	1.0	1.0	1	1	1	1				1	1	1			1	1	1			1	1	1	120587.0	120587.0	1	1	1	123832.0	123832.0	1	1	1	121847.0	121847.0	1	1	1
A0A068V628	A0A068V628	A0A068V628_COFCA	GSCOC_T00017016001	100	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein	1.0	1.0	1	1	1	1		43054.2	43054.2	1	1	1	40876.9	40876.9	1	1	1	39344.0	39344.0	1	1	1	41093.6	41093.6	1	1	1	75710.8	75710.8	1	1	1	41628.7	41628.7	1	1	1
A0A068V643	A0A068V643	A0A068V643_COFCA	GSCOC_T00043048001	100	Homo sapiens	1:Experimental evidence at protein level	phosphopyruvate hydratase	1.0	1.0	1	1	1	1		493153.0	493153.0	1	1	1	628248.0	628248.0	1	1	1	430002.0	430002.0	1	1	1	1975890.0	1975890.0	1	1	1	2305260.0	2305260.0	1	1	1	1830370.0	1830370.0	1	1	1
A0A068V643;Cont_Q9XSJ4	A0A068V643;Cont_Q9XSJ4	A0A068V643_COFCA;ENOA_BOVIN	ENO1;GSCOC_T00043048001	100	Homo sapiens	1:Experimental evidence at protein level	phosphopyruvate hydratase	1.0	1.0	1	1	1	1		2873350.0	2873350.0	1	1	1	1631330.0	1631330.0	1	1	1	1082800.0	1082800.0	1	1	1	959791.0	959791.0	1	1	1	1485900.0	1485900.0	1	1	1	3545910.0	3545910.0	1	1	1
A0A068V6D9	A0A068V6D9	A0A068V6D9_COFCA	GSCOC_T00043204001	100	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein	1.0	1.0	1	1	1	1				1	1	1	32465.7	32465.7	1	1	1			1	1	1	168710.0	168710.0	1	1	1	141014.0	141014.0	1	1	1	179301.0	179301.0	1	1	1
A0A068V6J5	A0A068V6J5	A0A068V6J5_COFCA	GSCOC_T00018261001	100	Homo sapiens	1:Experimental evidence at protein level	pyridoxal 5'-phosphate synthase	1.0	1.0	1	1	1	1		115192.0	115192.0	1	1	1	14651.7	14651.7	1	1	1			1	1	1	44836.0	44836.0	1	1	1	47364.6	47364.6	1	1	1	53095.3	53095.3	1	1	1
A0A068V715	A0A068V715	A0A068V715_COFCA	GSCOC_T00018153001	100	Homo sapiens	1:Experimental evidence at protein level	NAC-A/B domain-containing protein	1.0	1.0	1	1	1	1		221262.0	221262.0	1	1	1			1	1	1			1	1	1	109554.0	109554.0	1	1	1	173728.0	173728.0	1	1	1	167844.0	167844.0	1	1	1
A0A068V7E0	A0A068V7E0	A0A068V7E0_COFCA	GSCOC_T00016649001	100	Homo sapiens	1:Experimental evidence at protein level	N-acyl-aliphatic-L-amino acid amidohydrolase	1.0	1.0	1	1	1	1		289240.0	289240.0	1	1	1	283116.0	283116.0	1	1	1	239794.0	239794.0	1	1	1			1	1	1	64399.6	64399.6	1	1	1	44896.7	44896.7	1	1	1
A0A068V7W1	A0A068V7W1	A0A068V7W1_COFCA	GSCOC_T00019442001	100	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein	1.0	1.0	1	1	1	1		194206.0	194206.0	1	1	1	140511.0	140511.0	1	1	1	223370.0	223370.0	1	1	1			1	1	1			1	1	1			1	1	1
A0A068V807	A0A068V807	A0A068V807_COFCA	GSCOC_T00017056001	100	Homo sapiens	1:Experimental evidence at protein level	NADP-dependent oxidoreductase domain-containing protein	1.0	1.0	1	1	1	1				1	1	1			1	1	1			1	1	1	14684.4	14684.4	1	1	1	18596.3	18596.3	1	1	1	15951.7	15951.7	1	1	1
A0A068V8A7	A0A068V8A7	A0A068V8A7_COFCA	GSCOC_T00019168001	100	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein bL27c	1.0	1.0	1	1	1	1		551578.0	551578.0	1	1	1	576020.0	576020.0	1	1	1	629142.0	629142.0	1	1	1	1075470.0	1075470.0	1	1	1	1124770.0	1124770.0	1	1	1	1254920.0	1254920.0	1	1	1
A0A068V8F3	A0A068V8F3	A0A068V8F3_COFCA	GSCOC_T00004981001	100	Homo sapiens	1:Experimental evidence at protein level	CP12 domain-containing protein	1.0	1.0	1	1	1	1		235396.0	235396.0	1	1	1	363548.0	363548.0	1	1	1	377213.0	377213.0	1	1	1	1187530.0	1187530.0	1	1	1	1143750.0	1143750.0	1	1	1	686563.0	686563.0	1	1	1
A0A068V8X4	A0A068V8X4	A0A068V8X4_COFCA	GSCOC_T00005020001	100	Homo sapiens	1:Experimental evidence at protein level	fumarate hydratase	1.0	1.0	1	1	1	1		1473.72	1473.72	1	1	1			1	1	1			1	1	1	654674.0	654674.0	1	1	1	676389.0	676389.0	1	1	1	237826.0	237826.0	1	1	1
A0A068V900	A0A068V900	A0A068V900_COFCA	GSCOC_T00005049001	100	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL22	1.0	1.0	1	1	1	1				1	1	1	19287.1	19287.1	1	1	1	19037.0	19037.0	1	1	1	30776.7	30776.7	1	1	1	105417.0	105417.0	1	1	1	25013.9	25013.9	1	1	1
A0A068V905	A0A068V905	A0A068V905_COFCA	GSCOC_T00000675001	100	Homo sapiens	1:Experimental evidence at protein level	PUA domain-containing protein	1.0	1.0	1	1	1	1		121351.0	121351.0	1	1	1	112332.0	112332.0	1	1	1	119707.0	119707.0	1	1	1	113338.0	113338.0	1	1	1	117267.0	117267.0	1	1	1	108095.0	108095.0	1	1	1
A0A068VA18;A0A068TYX8;A0A068USU6	A0A068VA18;A0A068TYX8;A0A068USU6	A0A068TYX8_COFCA;A0A068USU6_COFCA;A0A068VA18_COFCA	GSCOC_T00004476001;GSCOC_T00024694001;GSCOC_T00025071001	100	Homo sapiens	1:Experimental evidence at protein level	Histone H3	1.0	1.0	1	1	1	1				1	1	1			1	1	1			1	1	1			1	1	1			1	1	1	11200900.0	11200900.0	1	1	1
A0A068VA33	A0A068VA33	A0A068VA33_COFCA	GSCOC_T00004449001	100	Homo sapiens	1:Experimental evidence at protein level	Lysosomal Pro-X carboxypeptidase	1.0	1.0	1	1	1	1		130518.0	130518.0	1	1	1	125177.0	125177.0	1	1	1	118367.0	118367.0	1	1	1	100806.0	100806.0	1	1	1	115454.0	115454.0	1	1	1	43122.9	43122.9	1	1	1
A0A068VB15	A0A068VB15	A0A068VB15_COFCA	GSCOC_T00003882001	100	Homo sapiens	1:Experimental evidence at protein level	glutathione transferase	1.0	1.0	1	1	1	1		117292.0	117292.0	1	1	1			1	1	1	121746.0	121746.0	1	1	1	484861.0	484861.0	1	1	1	498244.0	498244.0	1	1	1			1	1	1
A0A068VB43	A0A068VB43	A0A068VB43_COFCA	GSCOC_T00019481001	100	Homo sapiens	1:Experimental evidence at protein level	GH18 domain-containing protein	1.0	1.0	1	1	1	1		2120690.0	2120690.0	1	1	1	2038980.0	2038980.0	1	1	1	2220440.0	2220440.0	1	1	1			1	1	1			1	1	1			1	1	1
A0A068VB43;A0A068V8L2	A0A068VB43;A0A068V8L2	A0A068V8L2_COFCA;A0A068VB43_COFCA	GSCOC_T00019478001;GSCOC_T00019481001	100	Homo sapiens	1:Experimental evidence at protein level	GH18 domain-containing protein	1.0	1.0	1	1	1	1		1359670.0	1359670.0	1	1	1	1018340.0	1018340.0	1	1	1	1234610.0	1234610.0	1	1	1	3387750.0	3387750.0	1	1	1	3567670.0	3567670.0	1	1	1	1625900.0	1625900.0	1	1	1
A0A068VBC0	A0A068VBC0	A0A068VBC0_COFCA	GSCOC_T00013178001	100	Homo sapiens	1:Experimental evidence at protein level	23 kDa subunit of oxygen evolving system of photosystem II	1.0	1.0	1	1	1	1		3629250.0	3629250.0	1	1	1	3869680.0	3869680.0	1	1	1	3545290.0	3545290.0	1	1	1	15623700.0	15623700.0	1	1	1	16089700.0	16089700.0	1	1	1	19737300.0	19737300.0	1	1	1
A0A068VBJ2	A0A068VBJ2	A0A068VBJ2_COFCA	GSCOC_T00011584001	100	Homo sapiens	1:Experimental evidence at protein level		1.0	1.0	1	1	1	1		858795.0	858795.0	1	1	1	869982.0	869982.0	1	1	1	751921.0	751921.0	1	1	1	515396.0	515396.0	1	1	1	612873.0	612873.0	1	1	1	664101.0	664101.0	1	1	1
A0A068VBP9	A0A068VBP9	A0A068VBP9_COFCA	GSCOC_T00011789001	100	Homo sapiens	1:Experimental evidence at protein level	protein disulfide-isomerase	1.0	1.0	1	1	1	1		66874.1	66874.1	1	1	1	71640.3	71640.3	1	1	1	81775.4	81775.4	1	1	1	287584.0	287584.0	1	1	1	290596.0	290596.0	1	1	1	254962.0	254962.0	1	1	1
A0A068VBP9;A0A068URI5	A0A068VBP9;A0A068URI5	A0A068URI5_COFCA;A0A068VBP9_COFCA	GSCOC_T00011789001;GSCOC_T00031889001	100	Homo sapiens	1:Experimental evidence at protein level	Protein disulfide-isomerase	1.0	1.0	1	1	1	1				1	1	1			1	1	1			1	1	1	185482.0	185482.0	1	1	1	163643.0	163643.0	1	1	1	210528.0	210528.0	1	1	1
A0A068VCC7	A0A068VCC7	A0A068VCC7_COFCA	GSCOC_T00005517001	100	Homo sapiens	1:Experimental evidence at protein level		1.0	1.0	1	1	1	1		48214.4	48214.4	1	1	1	59361.4	59361.4	1	1	1	14602.4	14602.4	1	1	1	34370.5	34370.5	1	1	1	40666.8	40666.8	1	1	1	18293.6	18293.6	1	1	1
A0A068VCI9	A0A068VCI9	A0A068VCI9_COFCA	GSCOC_T00004222001	100	Homo sapiens	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase	1.0	1.0	1	1	1	1		828056.0	828056.0	1	1	1	1068990.0	1068990.0	1	1	1	871527.0	871527.0	1	1	1	3438540.0	3438540.0	1	1	1	3666820.0	3666820.0	1	1	1	4074120.0	4074120.0	1	1	1
A0A068VCS5	A0A068VCS5	A0A068VCS5_COFCA	GSCOC_T00012962001	100	Homo sapiens	1:Experimental evidence at protein level	Superoxide dismutase [Cu-Zn]	1.0	1.0	1	1	1	1		118546.0	118546.0	1	1	1	158200.0	158200.0	1	1	1	121716.0	121716.0	1	1	1	640990.0	640990.0	1	1	1	642285.0	642285.0	1	1	1	724372.0	724372.0	1	1	1
A0A068VD83	A0A068VD83	A0A068VD83_COFCA	GSCOC_T00005559001	100	Homo sapiens	1:Experimental evidence at protein level	Clp R domain-containing protein	1.0	1.0	1	1	1	1				1	1	1			1	1	1			1	1	1	337850.0	337850.0	1	1	1	458386.0	458386.0	1	1	1	226437.0	226437.0	1	1	1
A0A068VD83;A0A068U3W2;A0A068V7K0	A0A068VD83;A0A068U3W2;A0A068V7K0	A0A068U3W2_COFCA;A0A068V7K0_COFCA;A0A068VD83_COFCA	GSCOC_T00005559001;GSCOC_T00018903001;GSCOC_T00039658001	100	Homo sapiens	1:Experimental evidence at protein level	Clp R domain-containing protein	1.0	1.0	1	1	1	1				1	1	1			1	1	1			1	1	1	570429.0	570429.0	1	1	1	549665.0	549665.0	1	1	1	439386.0	439386.0	1	1	1
A0A068VDB7	A0A068VDB7	A0A068VDB7_COFCA	GSCOC_T00010080001	100	Homo sapiens	1:Experimental evidence at protein level		1.0	1.0	1	1	1	1		68187.4	68187.4	1	1	1	13017.9	13017.9	1	1	1	6343.31	6343.31	1	1	1	7859.66	7859.66	1	1	1			1	1	1			1	1	1
A0A068VDQ3	A0A068VDQ3	A0A068VDQ3_COFCA	GSCOC_T00001014001	100	Homo sapiens	1:Experimental evidence at protein level	Light-regulated protein	1.0	1.0	1	1	1	1				1	1	1			1	1	1			1	1	1	285954.0	285954.0	1	1	1			1	1	1	152379.0	152379.0	1	1	1
